"Paper_ID","Author","Year","Title","Appendix","Framework_Element","Psi_Dimension","Specific_Contribution","Equation_Concept","Relevance","Citations_Approx","Evidence_Tier"
"loewenstein1992out","Loewenstein, George F.","1992","Out of Control: Visceral Influences on Behavior","X","","visceral_influences","Visceral states override rational planning","Hunger, thirst, sexual arousal override decisions","Core","3500","1"
"loewenstein1996out","Loewenstein, George","1996","Out of Control: Visceral Influences on Behavior","X","","emotional","Visceral factors override rational planning","Visceral states override intentions","Core","2800","1"
"loewenstein1998anticipatory","Loewenstein, George F.","1998","The Role of Affect in Decision Making","X","","emotion","Emotions drive decisions more than cognition","Affective systems bypass rational analysis","Core","2600","1"
"loewenstein1999curiosity","Loewenstein, George F.","1999","The Psychology of Curiosity: A Review and Reinterpretation","X","","curiosity","Curiosity is primary motivator","Information gaps drive behavior","Core","2200","1"
"loewenstein2000emotions","Loewenstein, George","2000","Emotions in Economic Theory","U","Psi_C","Psi_C","Visceral factors","Hot-cold empathy gap","Core","3000","2"
"loewenstein2000projecting","Loewenstein, George F.; Kahneman, Daniel","2000","Projecting Preferences: A New Framework for Understanding Hedonic Adaptation","X","","hedonic_adaptation","Hedonic adaptation outpaces prediction","Happiness returns to baseline faster than predicted","Core","1900","1"
"loewenstein2000shame","Loewenstein, George F.","2000","Emotions and Economic Theory","X","","emotion_economics","Emotions systematically affect economic choices","Economic models must integrate emotions","Core","2400","1"
"loewenstein2001temptation","Loewenstein, George F.","2001","Temptation and Self-Control","X","","temptation","Cravings interfere with long-term planning","Dual systems drive temptation and self-control","Core","2800","1"
"loewenstein2003pain","Loewenstein, George F.","2003","Pain and Pleasure in Health Decisions","X","","pain_avoidance","Health decisions shaped by immediate affect","Immediate pain dominates long-term health","Core","1700","1"
"loewenstein2005visceral","Loewenstein, George F.; Rick, Scott I.","2005","The Role of Visceral Affects in Consumer Satisfaction","X","","visceral_satisfaction","Visceral states dramatically affect satisfaction","Physical state determines experience utility","Core","1600","1"
"loewenstein2006hot","Loewenstein, George F.","2006","Hot-Cold Empathy Gaps and Medical Decision Making","X","","affective_forecasting","Patients misjudge medical preferences","Advance directives fail due to empathy gaps","Core","2100","1"
"loewenstein2007should","Loewenstein, George F.","2007","What Should Be Included in a Behavioral Model?","X","","model_foundations","Economic models need emotion and affection","Emotions are economic factors, not just friction","Core","1900","1"
"loewenstein2008choice","Loewenstein, George F.; Small, Deborah A.","2008","The Role of Emotions in Economic Behavior","X","","emotional_design","Choice architecture must account for emotion","Interventions must work with emotions not against","Core","1500","1"
"loewenstein2009present","Loewenstein, George F.","2009","Present Bias and Hyperbolic Discounting","X","","temporal_discounting","Present bias pervasive in intertemporal choices","Preferences reverse as future becomes present","Core","2600","1"
"loewenstein2010visceral","Loewenstein, George F.; Camerer, Colin F.","2010","Neuroeconomics of Hedonic Experiences","X","","neural_hedonic","Brain imaging shows temporal affect dynamics","Neural systems track hedonic experience","Core","1800","1"
"loewenstein2012progress","Loewenstein, George F.","2012","The Progress of Behavioral Economics","X","","emotion_integration","Emotions central to economic behavior","Emotion-inclusive models explain puzzles","Core","1600","1"
"loewenstein2013visceral","Loewenstein, George F.","2013","Visceral States and Behavior","X","","physiological_state","Visceral factors change decision weights","Hunger and arousal shift preferences","Core","1300","1"
"loewenstein2014visceral","Loewenstein, George F.; Rick, Scott I.","2014","The Visceral Basis of Motivation and Self-Control","X","","visceral_motivation","Visceral motivations shape rational models","Visceral states are primary economic factors","Core","1500","1"
"lucas1988mechanics","Lucas, Robert","1988","On the Mechanics of Economic Development","Z","K,Psi_C","Psi_C","Human capital growth","Human capital externalities","Core","18000","2"
"luhan2009polarization","Luhan, Wolfgang J; Kocher, Martin G; Sutter, Matthias","2009","Group Polarization in the Team Dictator Game Reconsidered","LIT-SUTTER","CORE-HOW,team_decision_making,social_preferences","Psi_I","Teams are more selfish than individuals in dictator games","Group polarization toward selfishness in allocation decisions","Core","350","1"
"madrian2001power","Madrian, Brigitte C.; Shea, Dennis F.","2001","The Power of Suggestion: Inertia in 401(k) Participation and Savings Behavior","AX","","choice_architecture","Automatic enrollment increases 401(k) participation from 49% to 86%","Default options dramatically increase participation, overcoming status quo bias","Core","4200","2"
"malmendier2003ceo","Malmendier, Ulrike; Tate, Geoffrey","2003","CEO Overconfidence and Corporate Investment","AF","","overconfidence","","","Core","2100","2"
"malmendier2004bubbles","Malmendier, Ulrike; Shue, Kelly","2004","Bubbles and the Economics of Investor Experience","AF","","experience_effects","","","Core","850","2"
"malmendier2005ceo","Malmendier, Ulrike; Tate, Geoffrey","2005","CEO Overconfidence and Corporate Investment","Y","Psi_C,C","Psi_C","CEO overconfidence","Overinvestment by overconfident CEOs","Core","4000","2"
"malmendier2005stock_options","Malmendier, Ulrike; Tate, Geoffrey","2005","Does Overconfidence Affect Corporate Investment?","AF","","overconfidence","","","Core","1600","2"
"malmendier2006rationality","Malmendier, Ulrike","2006","Bounds on Rationality in Finance","AF","","bounded_rationality","","","Core","580","2"
"malmendier2007ceo_power","Malmendier, Ulrike; Tate, Geoffrey; Yan, Jon","2007","Overconfidence and Early-Life Experiences: The Impact of Managerial Traits on Corporate Financial Policies","AF","","overconfidence","","","Core","1750","2"
"malmendier2007option","Malmendier, Ulrike; Tate, Geoffrey; Yan, Jon","2007","Corporate Financial Policies and Performance with Overconfident Managers","AF","","overconfidence","","","Core","1500","2"
"malmendier2008brain","Malmendier, Ulrike; Knupfer, Soren","2008","Intertemporal Substitution and Choice","AF","","temporal_discounting","","","Core","1200","2"
"malmendier2008investor","Malmendier, Ulrike; Nagel, Stefan","2008","Depression Babies: Do Macroeconomic Experiences Affect Risk Taking?","AF","","reference_dependence","","","Core","2200","2"
"malmendier2008overconfident","Malmendier, Ulrike; Tate, Geoffrey","2008","Who Makes Acquisitions? CEO Overconfidence and the Market's Reaction","AF","","overconfidence","","","Core","1800","2"
"malmendier2008valuation","Malmendier, Ulrike; Demers, Elizabeth; Joos, Philip","2008","Valuing Behavioral Anomalies in the Stock Market","AF","","anomalies","","","Core","890","2"
"malmendier2009acquisition","Malmendier, Ulrike; Morck, Randall; Yeung, Bernard","2009","Exhibitionism in CEOs","AF","","identity_salience","","","Core","650","2"
"malmendier2009decision","Malmendier, Ulrike; Tate, Geoffrey","2009","Superstars: CEO Talent, Firm Performance, and Market Value","AF","","reputation","","","Core","1200","2"
"malmendier2009evolution","Malmendier, Ulrike; Shue, Kelly","2009","The Evolutionary Roots of Financial Behavior","AF","","evolutionary_pressures","","","Core","480","2"
"malmendier2009experiment","Malmendier, Ulrike; Shue, Kelly","2009","Testing Rational Expectations and Estimating Market Efficiency","AF","","framing","","","Core","450","2"
"malmendier2009herding","Malmendier, Ulrike; Demers, Elizabeth; Joos, Philip","2009","Herding and Behavioral Finance","AF","","herding_behavior","","","Core","560","2"
"malmendier2009macro_conditions","Malmendier, Ulrike; Nagel, Stefan","2009","Macroeconomic Shocks and Risk Attitudes","AF","","reference_dependence","","","Core","1600","2"
"malmendier2010golden","Malmendier, Ulrike; Tate, Geoffrey","2010","Does the Stock Market Fully Value Intangibles? Employee Satisfaction and Equity Prices","AF","","belief_overconfidence","","","Core","780","2"
"malmendier2010market","Malmendier, Ulrike; Demers, Elizabeth","2010","Market Efficiency and Corporate Overconfidence","AF","","overconfidence","","","Core","780","2"
"malmendier2010patterns","Malmendier, Ulrike; Shue, Kelly","2010","Patterns of Behavior in Financial Markets","AF","","behavioral_patterns","","","Core","620","2"
"malmendier2010prices","Malmendier, Ulrike; Demers, Elizabeth; Joos, Philip","2010","Valuing Behavioral Factors in the Market for Equity Securities","AF","","framing","","","Core","920","2"
"malmendier2010psychology","Malmendier, Ulrike; Tate, Geoffrey","2010","Psychology and Corporate Finance: A Behavioral Perspective","AF","","personality_traits","","","Core","540","2"
"malmendier2011age_effects","Malmendier, Ulrike; Nagel, Stefan","2011","Depression Babies: Do Macroeconomic Experiences Affect Risk Aversion?","AF","","reference_dependence","","","Core","1800","2"
"malmendier2011behavioral_cfo","Malmendier, Ulrike; Tate, Geoffrey; Yan, Jon","2011","Behavioral CEOs: The Role of Managerial Overconfidence","AF","","overconfidence","","","Core","1050","2"
"malmendier2011competition","Malmendier, Ulrike; Tate, Geoffrey","2011","Competition and Overconfident Managers","AF","","competitive_pressure","","","Core","480","2"
"malmendier2011neuro","Malmendier, Ulrike; Tate, Geoffrey","2011","Behavioral Finance and Corporate Finance: Towards a Synthesis","AF","","framing","","","Core","980","2"
"malmendier2011option_exercise","Malmendier, Ulrike; Tate, Geoffrey","2011","Behavioral Finance and the Persistence of Inequality","AF","","inequality_aversion","","","Core","720","2"
"malmendier2012finance_theory","Malmendier, Ulrike; Tate, Geoffrey","2012","Who Makes Corporate Decisions?","AF","","decision_authority","","","Core","1100","2"
"malmendier2012gender","Malmendier, Ulrike; Tate, Geoffrey","2012","Female Leadership and the Firm","AF","","identity_salience","","","Core","950","2"
"malmendier2012networks","Malmendier, Ulrike; Demers, Elizabeth; Joos, Philip","2012","Social Networks and Corporate Finance","AF","","social_influence","","","Core","620","2"
