key,strategy,journal_found,journal_superkey,era,pattern,lookup_source,predictability_rate,reason,journal,year,volume,issue,pages
kahneman2002thinking,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Decision-Making,Handbook of Decision-Making,2002,,,
kahneman2002well,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Russell Sage Foundation,Russell Sage Foundation,2002,,,
kahneman2004affects,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Frontiers in Behavioral Economics,Frontiers in Behavioral Economics,2004,,,
kahneman2004objective,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: The Handbook of Decision Making,The Handbook of Decision Making,2004,,,
kahneman2005conditions,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Frontiers in Psychology,Frontiers in Psychology,2005,,,
kahneman2006conclusions,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2006,,,
kahneman2006fast,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Heuristics and Biases,Heuristics and Biases,2006,,,
kahneman2006luck,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,2006,,,
kahneman2008future,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,2008,,,
kahneman2009system,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: The Handbook of Dual-Process Theories,The Handbook of Dual-Process Theories,2009,,,
kahneman2010summary,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: American Psychologist,American Psychologist,2010,,,
kahneman2012about,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Experimental Psychology,Journal of Experimental Psychology,2012,,,
kahneman2012new,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2012,,,
kahneman2013intuition,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: The American Lawyer,The American Lawyer,2013,,,
kahneman2014behavioral,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2014,,,
kahneman2021noise,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2021,,,
kessler2012organ,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2012,null,null,
knetsch1989endowment,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1989,,,
krugman1979model,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1979,null,null,
lamont2003aggregate,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2003,null,null,
list1997windfall,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1997,,,
list1998choice,LOOKUP,True,JRN-2307-RAND,JSTOR,,JSTOR,0.0,NUMERIC pattern in JSTOR era - not predictable,RAND Journal of Economics,1998,,,
list1999auction,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1999,,,
list2000revealed,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Experimental Economics,2000,,,
list2001willingness,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,2001,,,
list2002substitutes,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2002,,,
list2003field,LOOKUP,True,JRN-1093-QJE,MIT Press,,CrossRef,0.01,LONG_CODE pattern in MIT Press era - not predictable,Quarterly Journal of Economics,2003,,,
list2004field,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Consumer Research,Journal of Consumer Research,2004,,,
list2004induced,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: International Journal of Game Theory,International Journal of Game Theory,2004,,,
list2005endowment,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,2005,,,
list2006nonmarket,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2006,,,
list2006price,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2006,,,
list2008information,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2008,,,
list2008mechanism,PATTERN,True,JRN-1111-IER,Wiley,10.1111/j.1468-2354.{year}.{suffix}.x,,0.5,Predictable pattern for Wiley era,International Economic Review,2008,,,
list2008subsidy,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Environmental and Resource Economics,Environmental and Resource Economics,2008,,,
list2009hypothesis,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2009,,,
list2009using,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Behavioral Economics,Handbook of Behavioral Economics,2009,,,
list2010non,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Environmental Economics,Handbook of Environmental Economics,2010,,,
list2010testing,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2010,,,
list2011auction,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2011,,,
list2011behavior,LOOKUP,True,JRN-1093-JEEA,Wiley,,CrossRef,0.0,OTHER pattern in Wiley era - not predictable,Journal of the European Economic Association,2011,,,
list2012donation,PATTERN,True,JRN-1016-JPUBE,Elsevier,10.1016/j.jpubeco.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Public Economics,2012,,,
list2012matching,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2012,,,
list2013anchor,PATTERN,True,JRN-1016-EL,Elsevier,10.1016/j.econlet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Economics Letters,2013,,,
list2013testing,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Experimental Economics,2013,,,
list2014conservation,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Environmental and Resource Economics,Environmental and Resource Economics,2014,,,
list2014field,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Encyclopedia of Behavioral Economics,Encyclopedia of Behavioral Economics,2014,,,
list2015mechanisms,PATTERN,True,JRN-1016-GEB,Modern Elsevier,10.1016/j.geb.{year}.{month}.{article},,0.75,Predictable pattern for Modern Elsevier era,Games and Economic Behavior,2015,,,
list2015natural,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2015,,,
list2016field,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2016,,,
list2016incentive,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2016,,,
list2017evidence,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2017,,,
list2017pro,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2017,,,
list2018auction,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Annual Review of Resource Economics,Annual Review of Resource Economics,2018,,,
list2018behavioral,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2018,,,
list2019choice,LOOKUP,True,JRN-1093-RES,Oxford Modern,,CrossRef,0.0,ALPHA_NUM pattern in Oxford Modern era - not predictable,Review of Economic Studies,2019,,,
list2019market,PATTERN,True,JRN-1111-EI,Wiley,10.1111/j.1465-7295.{year}.{suffix}.x,,0.5,Predictable pattern for Wiley era,Economic Inquiry,2019,,,
list2020field,LOOKUP,True,JRN-1146-ARE,Annual Reviews,,CrossRef,0.0,OTHER pattern in Annual Reviews era - not predictable,Annual Review of Economics,2020,,,
list2021behavioral,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2021,,,
loewenstein1992out,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Organizational Behavior and Human Decision Performance,Organizational Behavior and Human Decision Performance,1992,,,
loewenstein1998anticipatory,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Emotions,Handbook of Emotions,1998,,,
loewenstein2000projecting,LOOKUP,True,JRN-1037-PREV,APA,,CrossRef,0.0,"Missing required fields for pattern: volume, issue, pages",Psychological Review,2000,,,
loewenstein2001temptation,LOOKUP,True,JRN-1146-ARE,Annual Reviews,,CrossRef,0.0,OTHER pattern in Annual Reviews era - not predictable,Annual Review of Economics,2001,,,
loewenstein2003pain,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Health Economics,Journal of Health Economics,2003,,,
loewenstein2005visceral,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2005,,,
loewenstein2007should,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2007,,,
loewenstein2009present,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2009,,,
loewenstein2010visceral,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Consumer Psychology,Journal of Consumer Psychology,2010,,,
loewenstein2012progress,LOOKUP,True,JRN-1146-ARE,Annual Reviews,,CrossRef,0.0,OTHER pattern in Annual Reviews era - not predictable,Annual Review of Economics,2012,,,
loewenstein2013visceral,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Current Directions in Psychological Science,2013,,,
loewenstein2014visceral,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2014,,,
malmendier2004bubbles,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,2004,,,
malmendier2005stock_options,PATTERN,True,JRN-1016-JFE,Elsevier,10.1016/j.jfineco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Financial Economics,2005,,,
malmendier2006rationality,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of the Economics of Finance,Handbook of the Economics of Finance,2006,,,
malmendier2007ceo_power,PATTERN,True,JRN-1111-JF,Wiley,10.1111/j.1540-6261.{year}.{suffix}.x,,0.75,Predictable pattern for Wiley era,Journal of Finance,2007,,,
malmendier2007option,PATTERN,True,JRN-1016-JFE,Elsevier,10.1016/j.jfineco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Financial Economics,2007,,,
malmendier2008brain,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2008,,,
malmendier2008overconfident,PATTERN,True,JRN-1016-JFE,Elsevier,10.1016/j.jfineco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Financial Economics,2008,,,
malmendier2008valuation,PATTERN,True,JRN-1016-JFE,Elsevier,10.1016/j.jfineco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Financial Economics,2008,,,
malmendier2009acquisition,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Financial Analysts Journal,Financial Analysts Journal,2009,,,
malmendier2009decision,PATTERN,True,JRN-1111-JF,Wiley,10.1111/j.1540-6261.{year}.{suffix}.x,,0.75,Predictable pattern for Wiley era,Journal of Finance,2009,,,
malmendier2009evolution,PATTERN,True,JRN-1016-EHB,Elsevier,10.1016/j.evolhumbehav.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Evolution and Human Behavior,2009,,,
malmendier2009experiment,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Experimental Economics,2009,,,
malmendier2009herding,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Financial Analysts Journal,Financial Analysts Journal,2009,,,
malmendier2009macro_conditions,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,2009,,,
malmendier2010golden,PATTERN,True,JRN-1016-JFE,Elsevier,10.1016/j.jfineco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Financial Economics,2010,,,
malmendier2010market,PATTERN,True,JRN-1111-JF,Wiley,10.1111/j.1540-6261.{year}.{suffix}.x,,0.75,Predictable pattern for Wiley era,Journal of Finance,2010,,,
malmendier2010patterns,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Behavioral Finance,Journal of Behavioral Finance,2010,,,
malmendier2010prices,PATTERN,True,JRN-1016-JFE,Elsevier,10.1016/j.jfineco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Financial Economics,2010,,,
malmendier2010psychology,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Applied Psychology,Journal of Applied Psychology,2010,,,
malmendier2011age_effects,LOOKUP,True,JRN-1093-QJE,Oxford Modern,,CrossRef,0.01,ALPHA_NUM pattern in Oxford Modern era - not predictable,Quarterly Journal of Economics,2011,,,
malmendier2011behavioral_cfo,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2011,,,
malmendier2011competition,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: International Review of Finance,International Review of Finance,2011,,,
malmendier2011neuro,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2011,,,
malmendier2011option_exercise,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2011,,,
malmendier2012finance_theory,LOOKUP,True,JRN-1093-RFS,Oxford Modern,,CrossRef,0.0,ALPHA_NUM pattern in Oxford Modern era - not predictable,Review of Financial Studies,2012,,,
malmendier2012gender,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Economics \& Management Strategy,Journal of Economics \& Management Strategy,2012,,,
malmendier2012networks,LOOKUP,True,JRN-1093-RFS,Oxford Modern,,CrossRef,0.0,ALPHA_NUM pattern in Oxford Modern era - not predictable,Review of Financial Studies,2012,,,
malmendier2012policy,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2012,,,
malmendier2013climate,PATTERN,True,JRN-1111-JF,Wiley,10.1111/j.1540-6261.{year}.{suffix}.x,,0.75,Predictable pattern for Wiley era,Journal of Finance,2013,,,
malmendier2013dividend,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Corporate Finance,Journal of Corporate Finance,2013,,,
malmendier2013experience,LOOKUP,True,JRN-1093-RFS,Oxford Modern,,CrossRef,0.0,ALPHA_NUM pattern in Oxford Modern era - not predictable,Review of Financial Studies,2013,,,
malmendier2013survey,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Annual Review of Financial Economics,Annual Review of Financial Economics,2013,,,
malmendier2014long_term,PATTERN,True,JRN-1016-JFE,Elsevier,10.1016/j.jfineco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Financial Economics,2014,,,
malmendier2014merger,PATTERN,True,JRN-1111-JF,Wiley,10.1111/j.1540-6261.{year}.{suffix}.x,,0.75,Predictable pattern for Wiley era,Journal of Finance,2014,,,
malmendier2014narrative,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2014,,,
malmendier2014performance,LOOKUP,True,JRN-1093-RFS,Oxford Modern,,CrossRef,0.0,ALPHA_NUM pattern in Oxford Modern era - not predictable,Review of Financial Studies,2014,,,
malmendier2014trust,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2014,,,
malmendier2015incentives,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2015,,,
malmendier2015integration,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Behavioral Finance,Handbook of Behavioral Finance,2015,,,
malmendier2015investment,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Behavioral Finance,Handbook of Behavioral Finance,2015,,,
malmendier2015women,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Corporate Finance,Journal of Corporate Finance,2015,,,
malmendier2016ceo_hubris,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Review of Corporate Finance Studies,Review of Corporate Finance Studies,2016,,,
malmendier2016emotion,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,2016,,,
